GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021300107,333,2544,LeBron James,1610612748,Miami Heat,3,6,19,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,36,1,1,20131112,MIA,MIL
Shot Chart Detail,0021300107,339,2544,LeBron James,1610612748,Miami Heat,3,5,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-11,257,1,0,20131112,MIA,MIL
Shot Chart Detail,0021300107,346,2544,LeBron James,1610612748,Miami Heat,3,5,1,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,239,17,1,1,20131112,MIA,MIL
Shot Chart Detail,0021300107,349,2544,LeBron James,1610612748,Miami Heat,3,4,26,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,1,20131112,MIA,MIL
Shot Chart Detail,0021300107,371,2544,LeBron James,1610612748,Miami Heat,3,2,32,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-87,140,1,1,20131112,MIA,MIL
Shot Chart Detail,0021300107,373,2544,LeBron James,1610612748,Miami Heat,3,1,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,152,209,1,1,20131112,MIA,MIL
Shot Chart Detail,0021300107,377,2544,LeBron James,1610612748,Miami Heat,3,1,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,173,1,0,20131112,MIA,MIL
Shot Chart Detail,0021300107,393,2544,LeBron James,1610612748,Miami Heat,3,0,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,13,247,1,0,20131112,MIA,MIL
Shot Chart Detail,0021300130,6,2544,LeBron James,1610612748,Miami Heat,1,11,15,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-56,108,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,11,2544,LeBron James,1610612748,Miami Heat,1,10,47,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,59,66,1,0,20131115,MIA,DAL
Shot Chart Detail,0021300130,19,2544,LeBron James,1610612748,Miami Heat,1,10,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,65,2544,LeBron James,1610612748,Miami Heat,1,5,18,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,19,1,0,20131115,MIA,DAL
Shot Chart Detail,0021300130,76,2544,LeBron James,1610612748,Miami Heat,1,4,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,17,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,95,2544,LeBron James,1610612748,Miami Heat,1,3,2,Made Shot,Driving Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,14,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,103,2544,LeBron James,1610612748,Miami Heat,1,2,29,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,15,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,211,2544,LeBron James,1610612748,Miami Heat,2,4,14,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,19,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,236,2544,LeBron James,1610612748,Miami Heat,2,1,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,6,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,260,2544,LeBron James,1610612748,Miami Heat,2,0,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,108,153,1,0,20131115,MIA,DAL
Shot Chart Detail,0021300130,275,2544,LeBron James,1610612748,Miami Heat,3,10,16,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,11,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,361,2544,LeBron James,1610612748,Miami Heat,3,2,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-210,135,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,369,2544,LeBron James,1610612748,Miami Heat,3,1,55,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-116,17,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,372,2544,LeBron James,1610612748,Miami Heat,3,1,25,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-164,9,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,386,2544,LeBron James,1610612748,Miami Heat,3,0,5,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-136,162,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,452,2544,LeBron James,1610612748,Miami Heat,4,5,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-127,159,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300130,469,2544,LeBron James,1610612748,Miami Heat,4,3,32,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,9,1,0,20131115,MIA,DAL
Shot Chart Detail,0021300130,476,2544,LeBron James,1610612748,Miami Heat,4,2,4,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,92,116,1,1,20131115,MIA,DAL
Shot Chart Detail,0021300136,10,2544,LeBron James,1610612748,Miami Heat,1,10,17,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,72,80,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,45,2544,LeBron James,1610612748,Miami Heat,1,7,11,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,4,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,61,2544,LeBron James,1610612748,Miami Heat,1,5,40,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-97,41,1,0,20131116,CHA,MIA
Shot Chart Detail,0021300136,92,2544,LeBron James,1610612748,Miami Heat,1,3,36,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,3,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,107,2544,LeBron James,1610612748,Miami Heat,1,3,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,6,1,0,20131116,CHA,MIA
Shot Chart Detail,0021300136,117,2544,LeBron James,1610612748,Miami Heat,1,2,12,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,194,2544,LeBron James,1610612748,Miami Heat,2,6,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,11,1,0,20131116,CHA,MIA
Shot Chart Detail,0021300136,199,2544,LeBron James,1610612748,Miami Heat,2,6,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-5,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,220,2544,LeBron James,1610612748,Miami Heat,2,4,1,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,6,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,227,2544,LeBron James,1610612748,Miami Heat,2,3,24,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,0,52,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,230,2544,LeBron James,1610612748,Miami Heat,2,3,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,0,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,273,2544,LeBron James,1610612748,Miami Heat,3,9,44,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,6,1,0,20131116,CHA,MIA
Shot Chart Detail,0021300136,274,2544,LeBron James,1610612748,Miami Heat,3,9,42,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,321,2544,LeBron James,1610612748,Miami Heat,3,4,53,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-87,148,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,335,2544,LeBron James,1610612748,Miami Heat,3,3,48,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,39,1,0,20131116,CHA,MIA
Shot Chart Detail,0021300136,367,2544,LeBron James,1610612748,Miami Heat,3,0,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-150,42,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,380,2544,LeBron James,1610612748,Miami Heat,4,10,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300136,395,2544,LeBron James,1610612748,Miami Heat,4,8,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-82,170,1,1,20131116,CHA,MIA
Shot Chart Detail,0021300158,27,2544,LeBron James,1610612748,Miami Heat,1,8,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,9,145,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,35,2544,LeBron James,1610612748,Miami Heat,1,6,38,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-157,3,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,61,2544,LeBron James,1610612748,Miami Heat,1,4,32,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,11,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,168,2544,LeBron James,1610612748,Miami Heat,2,7,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,190,2544,LeBron James,1610612748,Miami Heat,2,5,34,Made Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-109,86,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,193,2544,LeBron James,1610612748,Miami Heat,2,5,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,15,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,208,2544,LeBron James,1610612748,Miami Heat,2,3,49,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,211,2544,LeBron James,1610612748,Miami Heat,2,3,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,-3,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,223,2544,LeBron James,1610612748,Miami Heat,2,2,11,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-76,39,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,236,2544,LeBron James,1610612748,Miami Heat,2,0,58,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-48,192,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300158,241,2544,LeBron James,1610612748,Miami Heat,2,0,16,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,320,2544,LeBron James,1610612748,Miami Heat,3,4,30,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,50,33,1,1,20131119,MIA,ATL
Shot Chart Detail,0021300158,353,2544,LeBron James,1610612748,Miami Heat,3,1,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-152,118,1,0,20131119,MIA,ATL
Shot Chart Detail,0021300164,14,2544,LeBron James,1610612748,Miami Heat,1,9,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,12,1,1,20131120,ORL,MIA
Shot Chart Detail,0021300164,27,2544,LeBron James,1610612748,Miami Heat,1,8,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,23,1,1,20131120,ORL,MIA
Shot Chart Detail,0021300164,42,2544,LeBron James,1610612748,Miami Heat,1,7,10,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,31,194,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,64,2544,LeBron James,1610612748,Miami Heat,1,4,32,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,157,33,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,86,2544,LeBron James,1610612748,Miami Heat,1,2,55,Missed Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,9,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,192,2544,LeBron James,1610612748,Miami Heat,2,5,47,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,17,1,1,20131120,ORL,MIA
Shot Chart Detail,0021300164,205,2544,LeBron James,1610612748,Miami Heat,2,5,13,Made Shot,Reverse Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20131120,ORL,MIA
Shot Chart Detail,0021300164,257,2544,LeBron James,1610612748,Miami Heat,2,0,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,22,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,295,2544,LeBron James,1610612748,Miami Heat,3,10,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,124,238,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,364,2544,LeBron James,1610612748,Miami Heat,3,2,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,36,173,318,1,0,20131120,ORL,MIA
Shot Chart Detail,0021300164,381,2544,LeBron James,1610612748,Miami Heat,3,0,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12,1,1,20131120,ORL,MIA
Shot Chart Detail,0021300191,21,2544,LeBron James,1610612748,Miami Heat,1,9,19,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-103,12,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,43,2544,LeBron James,1610612748,Miami Heat,1,6,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,6,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,63,2544,LeBron James,1610612748,Miami Heat,1,5,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,251,2544,LeBron James,1610612748,Miami Heat,3,11,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-62,241,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,254,2544,LeBron James,1610612748,Miami Heat,3,10,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-109,225,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,258,2544,LeBron James,1610612748,Miami Heat,3,10,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-149,192,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,325,2544,LeBron James,1610612748,Miami Heat,3,4,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,236,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,358,2544,LeBron James,1610612748,Miami Heat,3,2,21,Made Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-60,22,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,372,2544,LeBron James,1610612748,Miami Heat,3,0,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,91,236,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,416,2544,LeBron James,1610612748,Miami Heat,4,9,18,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,91,85,1,0,20131123,MIA,ORL
Shot Chart Detail,0021300191,460,2544,LeBron James,1610612748,Miami Heat,4,6,1,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,12,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,487,2544,LeBron James,1610612748,Miami Heat,4,3,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,12,268,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300191,534,2544,LeBron James,1610612748,Miami Heat,4,0,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-122,132,1,1,20131123,MIA,ORL
Shot Chart Detail,0021300205,15,2544,LeBron James,1610612748,Miami Heat,1,10,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-149,192,1,0,20131125,MIA,PHX
Shot Chart Detail,0021300205,19,2544,LeBron James,1610612748,Miami Heat,1,10,6,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,7,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,67,2544,LeBron James,1610612748,Miami Heat,1,4,52,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,0,20131125,MIA,PHX
Shot Chart Detail,0021300205,78,2544,LeBron James,1610612748,Miami Heat,1,3,30,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,87,2544,LeBron James,1610612748,Miami Heat,1,2,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,227,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,261,2544,LeBron James,1610612748,Miami Heat,2,1,8,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,6,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,265,2544,LeBron James,1610612748,Miami Heat,2,0,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-150,194,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,308,2544,LeBron James,1610612748,Miami Heat,3,6,10,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,326,2544,LeBron James,1610612748,Miami Heat,3,4,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,178,1,0,20131125,MIA,PHX
Shot Chart Detail,0021300205,330,2544,LeBron James,1610612748,Miami Heat,3,4,0,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-56,63,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,359,2544,LeBron James,1610612748,Miami Heat,3,1,3,Made Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,10,86,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,478,2544,LeBron James,1610612748,Miami Heat,4,3,51,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-188,6,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,485,2544,LeBron James,1610612748,Miami Heat,4,3,9,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-127,91,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300205,498,2544,LeBron James,1610612748,Miami Heat,4,2,15,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-166,19,1,1,20131125,MIA,PHX
Shot Chart Detail,0021300219,32,2544,LeBron James,1610612748,Miami Heat,1,8,4,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,144,137,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,45,2544,LeBron James,1610612748,Miami Heat,1,6,47,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,0,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,73,2544,LeBron James,1610612748,Miami Heat,1,3,33,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,172,2544,LeBron James,1610612748,Miami Heat,2,6,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-183,64,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,194,2544,LeBron James,1610612748,Miami Heat,2,3,59,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,202,2544,LeBron James,1610612748,Miami Heat,2,3,10,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,73,22,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,233,2544,LeBron James,1610612748,Miami Heat,2,1,21,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,-13,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,236,2544,LeBron James,1610612748,Miami Heat,2,0,58,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,0,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,265,2544,LeBron James,1610612748,Miami Heat,3,11,20,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,12,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,267,2544,LeBron James,1610612748,Miami Heat,3,10,55,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,0,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,270,2544,LeBron James,1610612748,Miami Heat,3,10,43,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,19,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,272,2544,LeBron James,1610612748,Miami Heat,3,9,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-150,260,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,300,2544,LeBron James,1610612748,Miami Heat,3,7,26,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,64,176,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,352,2544,LeBron James,1610612748,Miami Heat,3,2,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,72,241,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,448,2544,LeBron James,1610612748,Miami Heat,4,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,206,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,475,2544,LeBron James,1610612748,Miami Heat,4,4,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,160,12,1,0,20131127,CLE,MIA
Shot Chart Detail,0021300219,498,2544,LeBron James,1610612748,Miami Heat,4,2,53,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-185,30,1,1,20131127,CLE,MIA
Shot Chart Detail,0021300219,509,2544,LeBron James,1610612748,Miami Heat,4,2,15,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-161,61,1,0,20131127,CLE,MIA
