GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021300612,75,2544,LeBron James,1610612748,Miami Heat,1,3,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-106,197,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,79,2544,LeBron James,1610612748,Miami Heat,1,3,18,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,236,72,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,91,2544,LeBron James,1610612748,Miami Heat,1,2,46,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-155,52,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,107,2544,LeBron James,1610612748,Miami Heat,1,1,0,Made Shot,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,1,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,121,2544,LeBron James,1610612748,Miami Heat,1,0,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-127,214,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,124,2544,LeBron James,1610612748,Miami Heat,1,0,0,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-136,74,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,192,2544,LeBron James,1610612748,Miami Heat,2,6,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,0,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,224,2544,LeBron James,1610612748,Miami Heat,2,4,10,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,3,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,244,2544,LeBron James,1610612748,Miami Heat,2,2,58,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,257,2544,LeBron James,1610612748,Miami Heat,2,2,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-51,47,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,330,2544,LeBron James,1610612748,Miami Heat,3,8,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-19,186,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,338,2544,LeBron James,1610612748,Miami Heat,3,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,33,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,368,2544,LeBron James,1610612748,Miami Heat,3,6,4,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,3,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,373,2544,LeBron James,1610612748,Miami Heat,3,5,37,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,231,15,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,421,2544,LeBron James,1610612748,Miami Heat,3,1,0,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,28,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,488,2544,LeBron James,1610612748,Miami Heat,4,7,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,132,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,494,2544,LeBron James,1610612748,Miami Heat,4,6,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,206,151,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,506,2544,LeBron James,1610612748,Miami Heat,4,5,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,130,213,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300612,561,2544,LeBron James,1610612748,Miami Heat,4,1,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,6,1,1,20140120,ATL,MIA
Shot Chart Detail,0021300612,577,2544,LeBron James,1610612748,Miami Heat,4,0,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-67,231,1,0,20140120,ATL,MIA
Shot Chart Detail,0021300617,2,2544,LeBron James,1610612748,Miami Heat,1,11,45,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,7,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,16,2544,LeBron James,1610612748,Miami Heat,1,10,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,201,168,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,33,2544,LeBron James,1610612748,Miami Heat,1,8,52,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,54,2544,LeBron James,1610612748,Miami Heat,1,6,13,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,17,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,58,2544,LeBron James,1610612748,Miami Heat,1,5,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,12,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,66,2544,LeBron James,1610612748,Miami Heat,1,5,12,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-157,6,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,105,2544,LeBron James,1610612748,Miami Heat,1,1,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-155,138,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,209,2544,LeBron James,1610612748,Miami Heat,2,2,1,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,61,63,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,213,2544,LeBron James,1610612748,Miami Heat,2,1,37,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,3,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,226,2544,LeBron James,1610612748,Miami Heat,2,0,52,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,228,2544,LeBron James,1610612748,Miami Heat,2,0,50,Made Shot,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,9,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,256,2544,LeBron James,1610612748,Miami Heat,3,9,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,192,165,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,305,2544,LeBron James,1610612748,Miami Heat,3,3,23,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-93,3,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,309,2544,LeBron James,1610612748,Miami Heat,3,2,37,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-81,138,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,319,2544,LeBron James,1610612748,Miami Heat,3,1,55,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-116,78,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,322,2544,LeBron James,1610612748,Miami Heat,3,1,14,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,30,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,335,2544,LeBron James,1610612748,Miami Heat,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,39,-100,381,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300617,426,2544,LeBron James,1610612748,Miami Heat,4,4,58,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,9,1,1,20140121,MIA,BOS
Shot Chart Detail,0021300617,438,2544,LeBron James,1610612748,Miami Heat,4,3,48,Missed Shot,Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,3,1,0,20140121,MIA,BOS
Shot Chart Detail,0021300631,105,2544,LeBron James,1610612748,Miami Heat,1,1,13,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,17,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,122,2544,LeBron James,1610612748,Miami Heat,1,0,13,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,14,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300631,124,2544,LeBron James,1610612748,Miami Heat,1,0,11,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-92,14,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,206,2544,LeBron James,1610612748,Miami Heat,2,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,208,2544,LeBron James,1610612748,Miami Heat,2,5,3,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,67,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300631,222,2544,LeBron James,1610612748,Miami Heat,2,3,28,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,17,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,236,2544,LeBron James,1610612748,Miami Heat,2,2,40,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-141,28,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300631,243,2544,LeBron James,1610612748,Miami Heat,2,2,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,12,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,293,2544,LeBron James,1610612748,Miami Heat,3,9,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,187,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,313,2544,LeBron James,1610612748,Miami Heat,3,6,34,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,160,30,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300631,320,2544,LeBron James,1610612748,Miami Heat,3,5,59,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,14,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,342,2544,LeBron James,1610612748,Miami Heat,3,4,1,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-198,143,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300631,476,2544,LeBron James,1610612748,Miami Heat,4,3,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,6,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,484,2544,LeBron James,1610612748,Miami Heat,4,2,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,189,170,1,1,20140123,MIA,LAL
Shot Chart Detail,0021300631,490,2544,LeBron James,1610612748,Miami Heat,4,1,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-105,219,1,0,20140123,MIA,LAL
Shot Chart Detail,0021300654,7,2544,LeBron James,1610612748,Miami Heat,1,10,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,31,2544,LeBron James,1610612748,Miami Heat,1,7,17,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,114,159,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,48,2544,LeBron James,1610612748,Miami Heat,1,5,42,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,4,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,100,2544,LeBron James,1610612748,Miami Heat,1,0,26,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,13,89,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,103,2544,LeBron James,1610612748,Miami Heat,1,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,34,130,317,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,175,2544,LeBron James,1610612748,Miami Heat,2,5,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,4,254,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,180,2544,LeBron James,1610612748,Miami Heat,2,5,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,6,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,204,2544,LeBron James,1610612748,Miami Heat,2,3,34,Missed Shot,Driving Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-7,91,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,214,2544,LeBron James,1610612748,Miami Heat,2,2,34,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-103,63,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,218,2544,LeBron James,1610612748,Miami Heat,2,1,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,133,217,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,221,2544,LeBron James,1610612748,Miami Heat,2,1,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,155,143,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,239,2544,LeBron James,1610612748,Miami Heat,3,11,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,3,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,264,2544,LeBron James,1610612748,Miami Heat,3,8,22,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,75,55,1,0,20140126,MIA,SAS
Shot Chart Detail,0021300654,267,2544,LeBron James,1610612748,Miami Heat,3,8,3,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,9,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300654,299,2544,LeBron James,1610612748,Miami Heat,3,4,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-190,3,1,1,20140126,MIA,SAS
Shot Chart Detail,0021300675,9,2544,LeBron James,1610612748,Miami Heat,1,10,31,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,187,77,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,21,2544,LeBron James,1610612748,Miami Heat,1,8,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,197,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,61,2544,LeBron James,1610612748,Miami Heat,1,5,38,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-64,25,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,118,2544,LeBron James,1610612748,Miami Heat,1,1,3,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,9,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,180,2544,LeBron James,1610612748,Miami Heat,2,7,40,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,213,2544,LeBron James,1610612748,Miami Heat,2,5,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,12,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,231,2544,LeBron James,1610612748,Miami Heat,2,2,57,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,4,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,247,2544,LeBron James,1610612748,Miami Heat,2,1,28,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,10,36,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,258,2544,LeBron James,1610612748,Miami Heat,2,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,198,156,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,292,2544,LeBron James,1610612748,Miami Heat,3,9,9,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,179,1,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,295,2544,LeBron James,1610612748,Miami Heat,3,8,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-194,146,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,361,2544,LeBron James,1610612748,Miami Heat,3,3,3,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,13,67,112,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,364,2544,LeBron James,1610612748,Miami Heat,3,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,3,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,366,2544,LeBron James,1610612748,Miami Heat,3,2,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-179,-22,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,379,2544,LeBron James,1610612748,Miami Heat,3,0,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-169,119,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,381,2544,LeBron James,1610612748,Miami Heat,3,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-153,195,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,407,2544,LeBron James,1610612748,Miami Heat,4,10,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,23,115,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300675,464,2544,LeBron James,1610612748,Miami Heat,4,5,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-153,200,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,474,2544,LeBron James,1610612748,Miami Heat,4,3,39,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,15,14,1,1,20140129,MIA,OKC
Shot Chart Detail,0021300675,477,2544,LeBron James,1610612748,Miami Heat,4,3,6,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-98,20,1,0,20140129,MIA,OKC
Shot Chart Detail,0021300705,28,2544,LeBron James,1610612748,Miami Heat,1,8,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,9,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,43,2544,LeBron James,1610612748,Miami Heat,1,5,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,185,6,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,56,2544,LeBron James,1610612748,Miami Heat,1,4,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,12,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,74,2544,LeBron James,1610612748,Miami Heat,1,2,11,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-24,34,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,84,2544,LeBron James,1610612748,Miami Heat,1,1,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,3,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,90,2544,LeBron James,1610612748,Miami Heat,1,0,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-62,244,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,92,2544,LeBron James,1610612748,Miami Heat,1,0,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-73,238,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,152,2544,LeBron James,1610612748,Miami Heat,2,5,44,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,17,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,178,2544,LeBron James,1610612748,Miami Heat,2,3,24,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,9,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,208,2544,LeBron James,1610612748,Miami Heat,2,1,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,6,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,230,2544,LeBron James,1610612748,Miami Heat,3,10,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,1,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,239,2544,LeBron James,1610612748,Miami Heat,3,9,47,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,11,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,242,2544,LeBron James,1610612748,Miami Heat,3,9,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,125,175,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,254,2544,LeBron James,1610612748,Miami Heat,3,8,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,22,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,264,2544,LeBron James,1610612748,Miami Heat,3,7,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,21,36,217,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,412,2544,LeBron James,1610612748,Miami Heat,4,6,29,Missed Shot,Running Bank shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,53,25,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,424,2544,LeBron James,1610612748,Miami Heat,4,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,189,179,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300705,427,2544,LeBron James,1610612748,Miami Heat,4,4,48,Made Shot,Driving Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,9,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,430,2544,LeBron James,1610612748,Miami Heat,4,4,6,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,118,132,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,438,2544,LeBron James,1610612748,Miami Heat,4,3,23,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-108,53,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,453,2544,LeBron James,1610612748,Miami Heat,4,2,1,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,198,-6,1,1,20140201,NYK,MIA
Shot Chart Detail,0021300705,464,2544,LeBron James,1610612748,Miami Heat,4,1,14,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-177,0,1,0,20140201,NYK,MIA
Shot Chart Detail,0021300713,64,2544,LeBron James,1610612748,Miami Heat,1,6,19,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,14,1,1,20140203,MIA,DET
Shot Chart Detail,0021300713,86,2544,LeBron James,1610612748,Miami Heat,1,4,5,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,9,69,1,1,20140203,MIA,DET
Shot Chart Detail,0021300713,212,2544,LeBron James,1610612748,Miami Heat,2,6,56,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,119,72,1,1,20140203,MIA,DET
Shot Chart Detail,0021300713,228,2544,LeBron James,1610612748,Miami Heat,2,5,24,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,4,1,1,20140203,MIA,DET
Shot Chart Detail,0021300713,248,2544,LeBron James,1610612748,Miami Heat,2,3,52,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,1,1,0,20140203,MIA,DET
Shot Chart Detail,0021300713,267,2544,LeBron James,1610612748,Miami Heat,2,3,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,214,1,0,20140203,MIA,DET
Shot Chart Detail,0021300713,280,2544,LeBron James,1610612748,Miami Heat,2,2,39,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,4,1,1,20140203,MIA,DET
Shot Chart Detail,0021300713,319,2544,LeBron James,1610612748,Miami Heat,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Back Court(BC),Back Court Shot,40,-43,400,1,0,20140203,MIA,DET
